title,url,source,difficulty,patterns
2514. Count Anagrams,https://leetcode.com/problems/count-anagrams,leetcode,Hard,"Hash Table/Hash Map,String Manipulation,Math and Geometry"
2515. Shortest Distance to Target String in a Circular Array,https://leetcode.com/problems/shortest-distance-to-target-string-in-a-circular-array,leetcode,Easy,String Manipulation
2516. Take K of Each Character From Left and Right,https://leetcode.com/problems/take-k-of-each-character-from-left-and-right,leetcode,Medium,"Sliding Window,Hash Table/Hash Map"
2517. Maximum Tastiness of Candy Basket,https://leetcode.com/problems/maximum-tastiness-of-candy-basket,leetcode,Medium,"Binary Search,Sorting Algorithms"
2518. Number of Great Partitions,https://leetcode.com/problems/number-of-great-partitions,leetcode,Hard,Dynamic Programming
2519. Count the Number of K-Big Indices,https://leetcode.com/problems/count-the-number-of-k-big-indices,leetcode,Hard,Hash Table/Hash Map
2520. Count the Digits That Divide a Number,https://leetcode.com/problems/count-the-digits-that-divide-a-number,leetcode,Easy,Math and Geometry
2521. Distinct Prime Factors of Product of Array,https://leetcode.com/problems/distinct-prime-factors-of-product-of-array,leetcode,Medium,"Hash Table/Hash Map,Math and Geometry"
2522. Partition String Into Substrings With Values at Most K,https://leetcode.com/problems/partition-string-into-substrings-with-values-at-most-k,leetcode,Medium,"Dynamic Programming,Greedy"
2523. Closest Prime Numbers in Range,https://leetcode.com/problems/closest-prime-numbers-in-range,leetcode,Medium,Math and Geometry
2524. Maximum Frequency Score of a Subarray,https://leetcode.com/problems/maximum-frequency-score-of-a-subarray,leetcode,Hard,Hash Table/Hash Map
2525. Categorize Box According to Criteria,https://leetcode.com/problems/categorize-box-according-to-criteria,leetcode,Easy,Math and Geometry
2526. Find Consecutive Integers from a Data Stream,https://leetcode.com/problems/find-consecutive-integers-from-a-data-stream,leetcode,Medium,"Queue,Hash Table/Hash Map"
2527. Find Xor-Beauty of Array,https://leetcode.com/problems/find-xor-beauty-of-array,leetcode,Medium,Bit Manipulation
2528. Maximize the Minimum Powered City,https://leetcode.com/problems/maximize-the-minimum-powered-city,leetcode,Hard,"Sliding Window,Binary Search,Greedy,Queue"
2529. Maximum Count of Positive Integer and Negative Integer,https://leetcode.com/problems/maximum-count-of-positive-integer-and-negative-integer,leetcode,Easy,Binary Search
2530. Maximal Score After Applying K Operations,https://leetcode.com/problems/maximal-score-after-applying-k-operations,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue"
2531. Make Number of Distinct Characters Equal,https://leetcode.com/problems/make-number-of-distinct-characters-equal,leetcode,Medium,"Hash Table/Hash Map,String Manipulation"
2532. Time to Cross a Bridge,https://leetcode.com/problems/time-to-cross-a-bridge,leetcode,Hard,"Heap/Priority Queue,Queue"
2533. Number of Good Binary Strings,https://leetcode.com/problems/number-of-good-binary-strings,leetcode,Medium,Hash Table/Hash Map
2534. Time Taken to Cross the Door,https://leetcode.com/problems/time-taken-to-cross-the-door,leetcode,Hard,Hash Table/Hash Map
2535. Difference Between Element Sum and Digit Sum of an Array,https://leetcode.com/problems/difference-between-element-sum-and-digit-sum-of-an-array,leetcode,Easy,Math and Geometry
2536. Increment Submatrices by One,https://leetcode.com/problems/increment-submatrices-by-one,leetcode,Medium,Matrix Traversal
2537. Count the Number of Good Subarrays,https://leetcode.com/problems/count-the-number-of-good-subarrays,leetcode,Medium,"Sliding Window,Hash Table/Hash Map"
2538. Difference Between Maximum and Minimum Price Sum,https://leetcode.com/problems/difference-between-maximum-and-minimum-price-sum,leetcode,Hard,"Depth-First Search (DFS),Dynamic Programming"
2539. Count the Number of Good Subsequences,https://leetcode.com/problems/count-the-number-of-good-subsequences,leetcode,Medium,Hash Table/Hash Map
2540. Minimum Common Value,https://leetcode.com/problems/minimum-common-value,leetcode,Easy,"Two Pointers,Binary Search,Hash Table/Hash Map"
2541. Minimum Operations to Make Array Equal II,https://leetcode.com/problems/minimum-operations-to-make-array-equal-ii,leetcode,Medium,Greedy
2542. Maximum Subsequence Score,https://leetcode.com/problems/maximum-subsequence-score,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue,Sorting Algorithms"
2543. Check if Point Is Reachable,https://leetcode.com/problems/check-if-point-is-reachable,leetcode,Hard,Math and Geometry
2544. Alternating Digit Sum,https://leetcode.com/problems/alternating-digit-sum,leetcode,Easy,Math and Geometry
2545. Sort the Students by Their Kth Score,https://leetcode.com/problems/sort-the-students-by-their-kth-score,leetcode,Medium,"Matrix Traversal,Sorting Algorithms"
2546. Apply Bitwise Operations to Make Strings Equal,https://leetcode.com/problems/apply-bitwise-operations-to-make-strings-equal,leetcode,Medium,"Bit Manipulation,String Manipulation"
2547. Minimum Cost to Split an Array,https://leetcode.com/problems/minimum-cost-to-split-an-array,leetcode,Hard,"Dynamic Programming,Hash Table/Hash Map"
2548. Maximum Price to Fill a Bag,https://leetcode.com/problems/maximum-price-to-fill-a-bag,leetcode,Medium,Hash Table/Hash Map
2549. Count Distinct Numbers on Board,https://leetcode.com/problems/count-distinct-numbers-on-board,leetcode,Easy,"Hash Table/Hash Map,Math and Geometry"
2550. Count Collisions of Monkeys on a Polygon,https://leetcode.com/problems/count-collisions-of-monkeys-on-a-polygon,leetcode,Medium,Recursion
2551. Put Marbles in Bags,https://leetcode.com/problems/put-marbles-in-bags,leetcode,Hard,"Greedy,Heap/Priority Queue,Queue,Sorting Algorithms"
2552. Count Increasing Quadruplets,https://leetcode.com/problems/count-increasing-quadruplets,leetcode,Hard,"Dynamic Programming,Tree Traversal"
2553. Separate the Digits in an Array,https://leetcode.com/problems/separate-the-digits-in-an-array,leetcode,Easy,Two Pointers
2554. Maximum Number of Integers to Choose From a Range I,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-i,leetcode,Medium,"Binary Search,Greedy,Hash Table/Hash Map,Sorting Algorithms"
2555. Maximize Win From Two Segments,https://leetcode.com/problems/maximize-win-from-two-segments,leetcode,Medium,"Sliding Window,Binary Search"
2556. Disconnect Path in a Binary Matrix by at Most One Flip,https://leetcode.com/problems/disconnect-path-in-a-binary-matrix-by-at-most-one-flip,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Dynamic Programming,Matrix Traversal"
2557. Maximum Number of Integers to Choose From a Range II,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-ii,leetcode,Medium,Hash Table/Hash Map
2558. Take Gifts From the Richest Pile,https://leetcode.com/problems/take-gifts-from-the-richest-pile,leetcode,Easy,"Heap/Priority Queue,Queue"
2559. Count Vowel Strings in Ranges,https://leetcode.com/problems/count-vowel-strings-in-ranges,leetcode,Medium,String Manipulation
2560. House Robber IV,https://leetcode.com/problems/house-robber-iv,leetcode,Medium,Binary Search
2561. Rearranging Fruits,https://leetcode.com/problems/rearranging-fruits,leetcode,Hard,"Greedy,Hash Table/Hash Map"
2562. Find the Array Concatenation Value,https://leetcode.com/problems/find-the-array-concatenation-value,leetcode,Easy,Two Pointers
2563. Count the Number of Fair Pairs,https://leetcode.com/problems/count-the-number-of-fair-pairs,leetcode,Medium,"Two Pointers,Binary Search,Sorting Algorithms"
2564. Substring XOR Queries,https://leetcode.com/problems/substring-xor-queries,leetcode,Medium,"Bit Manipulation,Hash Table/Hash Map,String Manipulation"
2565. Subsequence With the Minimum Score,https://leetcode.com/problems/subsequence-with-the-minimum-score,leetcode,Hard,"Two Pointers,Binary Search,String Manipulation"
2566. Maximum Difference by Remapping a Digit,https://leetcode.com/problems/maximum-difference-by-remapping-a-digit,leetcode,Easy,Greedy
2567. Minimum Score by Changing Two Elements,https://leetcode.com/problems/minimum-score-by-changing-two-elements,leetcode,Medium,"Greedy,Sorting Algorithms"
2568. Minimum Impossible OR,https://leetcode.com/problems/minimum-impossible-or,leetcode,Medium,Bit Manipulation
2569. Handling Sum Queries After Update,https://leetcode.com/problems/handling-sum-queries-after-update,leetcode,Hard,Segment Tree
2570. Merge Two 2D Arrays by Summing Values,https://leetcode.com/problems/merge-two-2d-arrays-by-summing-values,leetcode,Easy,"Two Pointers,Hash Table/Hash Map"
2571. Minimum Operations to Reduce an Integer to 0,https://leetcode.com/problems/minimum-operations-to-reduce-an-integer-to-0,leetcode,Medium,"Dynamic Programming,Greedy,Bit Manipulation"
2572. Count the Number of Square-Free Subsets,https://leetcode.com/problems/count-the-number-of-square-free-subsets,leetcode,Medium,"Dynamic Programming,Bit Manipulation"
2573. Find the String with LCP,https://leetcode.com/problems/find-the-string-with-lcp,leetcode,Hard,"Dynamic Programming,Greedy,Union Find (Disjoint Set),Matrix Traversal"
2574. Left and Right Sum Differences,https://leetcode.com/problems/left-and-right-sum-differences,leetcode,Easy,Two Pointers
2575. Find the Divisibility Array of a String,https://leetcode.com/problems/find-the-divisibility-array-of-a-string,leetcode,Medium,"String Manipulation,Math and Geometry"
2576. Find the Maximum Number of Marked Indices,https://leetcode.com/problems/find-the-maximum-number-of-marked-indices,leetcode,Medium,"Two Pointers,Binary Search,Greedy,Sorting Algorithms"
2577. Minimum Time to Visit a Cell In a Grid,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid,leetcode,Hard,"Breadth-First Search (BFS),Heap/Priority Queue,Queue,Graph Traversal,Matrix Traversal"
2578. Split With Minimum Sum,https://leetcode.com/problems/split-with-minimum-sum,leetcode,Easy,"Greedy,Sorting Algorithms"
2579. Count Total Number of Colored Cells,https://leetcode.com/problems/count-total-number-of-colored-cells,leetcode,Medium,Math and Geometry
2580. Count Ways to Group Overlapping Ranges,https://leetcode.com/problems/count-ways-to-group-overlapping-ranges,leetcode,Medium,Sorting Algorithms
2581. Count Number of Possible Root Nodes,https://leetcode.com/problems/count-number-of-possible-root-nodes,leetcode,Hard,"Depth-First Search (DFS),Dynamic Programming,Hash Table/Hash Map"
2582. Pass the Pillow,https://leetcode.com/problems/pass-the-pillow,leetcode,Easy,Math and Geometry
2583. Kth Largest Sum in a Binary Tree,https://leetcode.com/problems/kth-largest-sum-in-a-binary-tree,leetcode,Medium,"Breadth-First Search (BFS),Binary Search,Tree Traversal"
2584. Split the Array to Make Coprime Products,https://leetcode.com/problems/split-the-array-to-make-coprime-products,leetcode,Hard,"Hash Table/Hash Map,Math and Geometry"
2585. Number of Ways to Earn Points,https://leetcode.com/problems/number-of-ways-to-earn-points,leetcode,Hard,Dynamic Programming
2586. Count the Number of Vowel Strings in Range,https://leetcode.com/problems/count-the-number-of-vowel-strings-in-range,leetcode,Easy,String Manipulation
2587. Rearrange Array to Maximize Prefix Score,https://leetcode.com/problems/rearrange-array-to-maximize-prefix-score,leetcode,Medium,"Greedy,Sorting Algorithms"
2588. Count the Number of Beautiful Subarrays,https://leetcode.com/problems/count-the-number-of-beautiful-subarrays,leetcode,Medium,"Bit Manipulation,Hash Table/Hash Map"
2589. Minimum Time to Complete All Tasks,https://leetcode.com/problems/minimum-time-to-complete-all-tasks,leetcode,Hard,"Binary Search,Greedy,Stack,Sorting Algorithms"
2590. Design a Todo List,https://leetcode.com/problems/design-a-todo-list,leetcode,Medium,Hash Table/Hash Map
2591. Distribute Money to Maximum Children,https://leetcode.com/problems/distribute-money-to-maximum-children,leetcode,Easy,Greedy
2592. Maximize Greatness of an Array,https://leetcode.com/problems/maximize-greatness-of-an-array,leetcode,Medium,"Two Pointers,Greedy,Sorting Algorithms"
2593. Find Score of an Array After Marking All Elements,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,leetcode,Medium,"Heap/Priority Queue,Queue,Sorting Algorithms"
2594. Minimum Time to Repair Cars,https://leetcode.com/problems/minimum-time-to-repair-cars,leetcode,Medium,Binary Search
2595. Number of Even and Odd Bits,https://leetcode.com/problems/number-of-even-and-odd-bits,leetcode,Easy,Bit Manipulation
2596. Check Knight Tour Configuration,https://leetcode.com/problems/check-knight-tour-configuration,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Matrix Traversal"
2597. The Number of Beautiful Subsets,https://leetcode.com/problems/the-number-of-beautiful-subsets,leetcode,Medium,"Dynamic Programming,Backtracking"
2598. Smallest Missing Non-negative Integer After Operations,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations,leetcode,Medium,"Greedy,Hash Table/Hash Map"
2599. Make the Prefix Sum Non-negative,https://leetcode.com/problems/make-the-prefix-sum-non-negative,leetcode,Medium,Hash Table/Hash Map
2600. K Items With the Maximum Sum,https://leetcode.com/problems/k-items-with-the-maximum-sum,leetcode,Easy,Greedy
2601. Prime Subtraction Operation,https://leetcode.com/problems/prime-subtraction-operation,leetcode,Medium,"Binary Search,Greedy"
2602. Minimum Operations to Make All Array Elements Equal,https://leetcode.com/problems/minimum-operations-to-make-all-array-elements-equal,leetcode,Medium,"Binary Search,Sorting Algorithms"
2603. Collect Coins in a Tree,https://leetcode.com/problems/collect-coins-in-a-tree,leetcode,Hard,"Graph Traversal,Topological Sort"
2604. Minimum Time to Eat All Grains,https://leetcode.com/problems/minimum-time-to-eat-all-grains,leetcode,Hard,Hash Table/Hash Map
2605. Form Smallest Number From Two Digit Arrays,https://leetcode.com/problems/form-smallest-number-from-two-digit-arrays,leetcode,Easy,Hash Table/Hash Map
2606. Find the Substring With Maximum Cost,https://leetcode.com/problems/find-the-substring-with-maximum-cost,leetcode,Medium,"Dynamic Programming,Hash Table/Hash Map"
2607. Make K-Subarray Sums Equal,https://leetcode.com/problems/make-k-subarray-sums-equal,leetcode,Medium,"Math and Geometry,Sorting Algorithms"
2608. Shortest Cycle in a Graph,https://leetcode.com/problems/shortest-cycle-in-a-graph,leetcode,Hard,"Breadth-First Search (BFS),Graph Traversal"
2609. Find the Longest Balanced Substring of a Binary String,https://leetcode.com/problems/find-the-longest-balanced-substring-of-a-binary-string,leetcode,Easy,String Manipulation
2610. Convert an Array Into a 2D Array With Conditions,https://leetcode.com/problems/convert-an-array-into-a-2d-array-with-conditions,leetcode,Medium,Hash Table/Hash Map
2611. Mice and Cheese,https://leetcode.com/problems/mice-and-cheese,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue,Sorting Algorithms"
2612. Minimum Reverse Operations,https://leetcode.com/problems/minimum-reverse-operations,leetcode,Hard,"Breadth-First Search (BFS),Two Pointers"
2613. Beautiful Pairs,https://leetcode.com/problems/beautiful-pairs,leetcode,Hard,Hash Table/Hash Map
2614. Prime In Diagonal,https://leetcode.com/problems/prime-in-diagonal,leetcode,Easy,"Math and Geometry,Matrix Traversal"
2615. Sum of Distances,https://leetcode.com/problems/sum-of-distances,leetcode,Medium,Hash Table/Hash Map
2616. Minimize the Maximum Difference of Pairs,https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs,leetcode,Medium,"Binary Search,Greedy"
2617. Minimum Number of Visited Cells in a Grid,https://leetcode.com/problems/minimum-number-of-visited-cells-in-a-grid,leetcode,Hard,"Dynamic Programming,Binary Search,Stack,Tree Traversal,Union Find (Disjoint Set),Segment Tree"
2618. Check if Object Instance of Class,https://leetcode.com/problems/check-if-object-instance-of-class,leetcode,Medium,Hash Table/Hash Map
2619. Array Prototype Last,https://leetcode.com/problems/array-prototype-last,leetcode,Easy,Hash Table/Hash Map
2620. Counter,https://leetcode.com/problems/counter,leetcode,Easy,Hash Table/Hash Map
2621. Sleep,https://leetcode.com/problems/sleep,leetcode,Easy,Hash Table/Hash Map
2622. Cache With Time Limit,https://leetcode.com/problems/cache-with-time-limit,leetcode,Medium,Hash Table/Hash Map
2623. Memoize,https://leetcode.com/problems/memoize,leetcode,Medium,Hash Table/Hash Map
2624. Snail Traversal,https://leetcode.com/problems/snail-traversal,leetcode,Medium,Hash Table/Hash Map
2625. Flatten Deeply Nested Array,https://leetcode.com/problems/flatten-deeply-nested-array,leetcode,Medium,Hash Table/Hash Map
2626. Array Reduce Transformation,https://leetcode.com/problems/array-reduce-transformation,leetcode,Easy,Hash Table/Hash Map
2627. Debounce,https://leetcode.com/problems/debounce,leetcode,Medium,Hash Table/Hash Map
2628. JSON Deep Equal,https://leetcode.com/problems/json-deep-equal,leetcode,Medium,Hash Table/Hash Map
2629. Function Composition,https://leetcode.com/problems/function-composition,leetcode,Easy,Hash Table/Hash Map
2630. Memoize II,https://leetcode.com/problems/memoize-ii,leetcode,Hard,Hash Table/Hash Map
2631. Group By,https://leetcode.com/problems/group-by,leetcode,Medium,Hash Table/Hash Map
2632. Curry,https://leetcode.com/problems/curry,leetcode,Hard,Hash Table/Hash Map
2633. Convert Object to JSON String,https://leetcode.com/problems/convert-object-to-json-string,leetcode,Medium,Hash Table/Hash Map
2634. Filter Elements from Array,https://leetcode.com/problems/filter-elements-from-array,leetcode,Easy,Hash Table/Hash Map
2635. Apply Transform Over Each Element in Array,https://leetcode.com/problems/apply-transform-over-each-element-in-array,leetcode,Easy,Hash Table/Hash Map
2636. Promise Pool,https://leetcode.com/problems/promise-pool,leetcode,Medium,Hash Table/Hash Map
2637. Promise Time Limit,https://leetcode.com/problems/promise-time-limit,leetcode,Medium,Hash Table/Hash Map
2638. Count the Number of K-Free Subsets,https://leetcode.com/problems/count-the-number-of-k-free-subsets,leetcode,Medium,Hash Table/Hash Map
2639. Find the Width of Columns of a Grid,https://leetcode.com/problems/find-the-width-of-columns-of-a-grid,leetcode,Easy,Matrix Traversal
2640. Find the Score of All Prefixes of an Array,https://leetcode.com/problems/find-the-score-of-all-prefixes-of-an-array,leetcode,Medium,Two Pointers
2641. Cousins in Binary Tree II,https://leetcode.com/problems/cousins-in-binary-tree-ii,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Tree Traversal,Hash Table/Hash Map"
2642. Design Graph With Shortest Path Calculator,https://leetcode.com/problems/design-graph-with-shortest-path-calculator,leetcode,Hard,"Heap/Priority Queue,Queue,Graph Traversal"
2643. Row With Maximum Ones,https://leetcode.com/problems/row-with-maximum-ones,leetcode,Easy,Matrix Traversal
2644. Find the Maximum Divisibility Score,https://leetcode.com/problems/find-the-maximum-divisibility-score,leetcode,Easy,Two Pointers
2645. Minimum Additions to Make Valid String,https://leetcode.com/problems/minimum-additions-to-make-valid-string,leetcode,Medium,"Dynamic Programming,Greedy,Stack"
2646. Minimize the Total Price of the Trips,https://leetcode.com/problems/minimize-the-total-price-of-the-trips,leetcode,Hard,"Depth-First Search (DFS),Dynamic Programming,Graph Traversal"
2647. Color the Triangle Red,https://leetcode.com/problems/color-the-triangle-red,leetcode,Hard,Hash Table/Hash Map
2648. Generate Fibonacci Sequence,https://leetcode.com/problems/generate-fibonacci-sequence,leetcode,Easy,Hash Table/Hash Map
2649. Nested Array Generator,https://leetcode.com/problems/nested-array-generator,leetcode,Medium,Hash Table/Hash Map
2650. Design Cancellable Function,https://leetcode.com/problems/design-cancellable-function,leetcode,Hard,Hash Table/Hash Map
2651. Calculate Delayed Arrival Time,https://leetcode.com/problems/calculate-delayed-arrival-time,leetcode,Easy,Math and Geometry
2652. Sum Multiples,https://leetcode.com/problems/sum-multiples,leetcode,Easy,Math and Geometry
2653. Sliding Subarray Beauty,https://leetcode.com/problems/sliding-subarray-beauty,leetcode,Medium,"Sliding Window,Hash Table/Hash Map"
2654. Minimum Number of Operations to Make All Array Elements Equal to 1,https://leetcode.com/problems/minimum-number-of-operations-to-make-all-array-elements-equal-to-1,leetcode,Medium,Math and Geometry
2655. Find Maximal Uncovered Ranges,https://leetcode.com/problems/find-maximal-uncovered-ranges,leetcode,Medium,Hash Table/Hash Map
2656. Maximum Sum With Exactly K Elements ,https://leetcode.com/problems/maximum-sum-with-exactly-k-elements,leetcode,Easy,Greedy
2657. Find the Prefix Common Array of Two Arrays,https://leetcode.com/problems/find-the-prefix-common-array-of-two-arrays,leetcode,Medium,Hash Table/Hash Map
2658. Maximum Number of Fish in a Grid,https://leetcode.com/problems/maximum-number-of-fish-in-a-grid,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Union Find (Disjoint Set),Matrix Traversal"
2659. Make Array Empty,https://leetcode.com/problems/make-array-empty,leetcode,Hard,"Binary Search,Greedy,Tree Traversal,Segment Tree,Sorting Algorithms"
2660. Determine the Winner of a Bowling Game,https://leetcode.com/problems/determine-the-winner-of-a-bowling-game,leetcode,Easy,Two Pointers
2661. First Completely Painted Row or Column,https://leetcode.com/problems/first-completely-painted-row-or-column,leetcode,Medium,"Hash Table/Hash Map,Matrix Traversal"
2662. Minimum Cost of a Path With Special Roads,https://leetcode.com/problems/minimum-cost-of-a-path-with-special-roads,leetcode,Medium,"Heap/Priority Queue,Queue,Graph Traversal"
2663. Lexicographically Smallest Beautiful String,https://leetcode.com/problems/lexicographically-smallest-beautiful-string,leetcode,Hard,"Greedy,String Manipulation"
2664. The Knight’s Tour,https://leetcode.com/problems/the-knights-tour,leetcode,Medium,Hash Table/Hash Map
2665. Counter II,https://leetcode.com/problems/counter-ii,leetcode,Easy,Hash Table/Hash Map
2666. Allow One Function Call,https://leetcode.com/problems/allow-one-function-call,leetcode,Easy,Hash Table/Hash Map
2667. Create Hello World Function,https://leetcode.com/problems/create-hello-world-function,leetcode,Easy,Hash Table/Hash Map
2668. Find Latest Salaries,https://leetcode.com/problems/find-latest-salaries,leetcode,Easy,Hash Table/Hash Map
2669. Count Artist Occurrences On Spotify Ranking List,https://leetcode.com/problems/count-artist-occurrences-on-spotify-ranking-list,leetcode,Easy,Hash Table/Hash Map
2670. Find the Distinct Difference Array,https://leetcode.com/problems/find-the-distinct-difference-array,leetcode,Easy,Hash Table/Hash Map
2671. Frequency Tracker,https://leetcode.com/problems/frequency-tracker,leetcode,Medium,Hash Table/Hash Map
2672. Number of Adjacent Elements With the Same Color,https://leetcode.com/problems/number-of-adjacent-elements-with-the-same-color,leetcode,Medium,Two Pointers
2673. Make Costs of Paths Equal in a Binary Tree,https://leetcode.com/problems/make-costs-of-paths-equal-in-a-binary-tree,leetcode,Medium,"Dynamic Programming,Greedy,Tree Traversal"
2674. Split a Circular Linked List,https://leetcode.com/problems/split-a-circular-linked-list,leetcode,Medium,Hash Table/Hash Map
2675. Array of Objects to Matrix,https://leetcode.com/problems/array-of-objects-to-matrix,leetcode,Hard,Hash Table/Hash Map
2676. Throttle,https://leetcode.com/problems/throttle,leetcode,Medium,Hash Table/Hash Map
2677. Chunk Array,https://leetcode.com/problems/chunk-array,leetcode,Easy,Hash Table/Hash Map
2678. Number of Senior Citizens,https://leetcode.com/problems/number-of-senior-citizens,leetcode,Easy,String Manipulation
2679. Sum in a Matrix,https://leetcode.com/problems/sum-in-a-matrix,leetcode,Medium,"Heap/Priority Queue,Queue,Matrix Traversal,Sorting Algorithms"
2680. Maximum OR,https://leetcode.com/problems/maximum-or,leetcode,Medium,"Greedy,Bit Manipulation"
2681. Power of Heroes,https://leetcode.com/problems/power-of-heroes,leetcode,Hard,"Math and Geometry,Sorting Algorithms"
2682. Find the Losers of the Circular Game,https://leetcode.com/problems/find-the-losers-of-the-circular-game,leetcode,Easy,Hash Table/Hash Map
2683. Neighboring Bitwise XOR,https://leetcode.com/problems/neighboring-bitwise-xor,leetcode,Medium,Bit Manipulation
2684. Maximum Number of Moves in a Grid,https://leetcode.com/problems/maximum-number-of-moves-in-a-grid,leetcode,Medium,"Dynamic Programming,Matrix Traversal"
2685. Count the Number of Complete Components,https://leetcode.com/problems/count-the-number-of-complete-components,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Graph Traversal"
2686. Immediate Food Delivery III,https://leetcode.com/problems/immediate-food-delivery-iii,leetcode,Medium,Hash Table/Hash Map
2687. Bikes Last Time Used ,https://leetcode.com/problems/bikes-last-time-used,leetcode,Easy,Hash Table/Hash Map
2688. Find Active Users,https://leetcode.com/problems/find-active-users,leetcode,Medium,Hash Table/Hash Map
2689. Extract Kth Character From The Rope Tree,https://leetcode.com/problems/extract-kth-character-from-the-rope-tree,leetcode,Easy,Hash Table/Hash Map
2690. Infinite Method Object,https://leetcode.com/problems/infinite-method-object,leetcode,Easy,Hash Table/Hash Map
2691. Immutability Helper,https://leetcode.com/problems/immutability-helper,leetcode,Hard,Hash Table/Hash Map
2692. Make Object Immutable,https://leetcode.com/problems/make-object-immutable,leetcode,Medium,Hash Table/Hash Map
2693. Call Function with Custom Context,https://leetcode.com/problems/call-function-with-custom-context,leetcode,Medium,Hash Table/Hash Map
2694. Event Emitter,https://leetcode.com/problems/event-emitter,leetcode,Medium,Hash Table/Hash Map
2695. Array Wrapper,https://leetcode.com/problems/array-wrapper,leetcode,Easy,Hash Table/Hash Map
2696. Minimum String Length After Removing Substrings,https://leetcode.com/problems/minimum-string-length-after-removing-substrings,leetcode,Easy,"Stack,String Manipulation"
2697. Lexicographically Smallest Palindrome,https://leetcode.com/problems/lexicographically-smallest-palindrome,leetcode,Easy,"Two Pointers,Palindrome Patterns,String Manipulation"
2698. Find the Punishment Number of an Integer,https://leetcode.com/problems/find-the-punishment-number-of-an-integer,leetcode,Medium,Backtracking
2699. Modify Graph Edge Weights,https://leetcode.com/problems/modify-graph-edge-weights,leetcode,Hard,"Heap/Priority Queue,Queue,Graph Traversal"
2700. Differences Between Two Objects,https://leetcode.com/problems/differences-between-two-objects,leetcode,Medium,Hash Table/Hash Map
2701. Consecutive Transactions with Increasing Amounts,https://leetcode.com/problems/consecutive-transactions-with-increasing-amounts,leetcode,Hard,Hash Table/Hash Map
2702. Minimum Operations to Make Numbers Non-positive,https://leetcode.com/problems/minimum-operations-to-make-numbers-non-positive,leetcode,Hard,Hash Table/Hash Map
2703. Return Length of Arguments Passed,https://leetcode.com/problems/return-length-of-arguments-passed,leetcode,Easy,Hash Table/Hash Map
2704. To Be Or Not To Be,https://leetcode.com/problems/to-be-or-not-to-be,leetcode,Easy,Hash Table/Hash Map
2705. Compact Object,https://leetcode.com/problems/compact-object,leetcode,Medium,Hash Table/Hash Map
2706. Buy Two Chocolates,https://leetcode.com/problems/buy-two-chocolates,leetcode,Easy,Sorting Algorithms
2707. Extra Characters in a String,https://leetcode.com/problems/extra-characters-in-a-string,leetcode,Medium,"Dynamic Programming,Trie,Hash Table/Hash Map"
2708. Maximum Strength of a Group,https://leetcode.com/problems/maximum-strength-of-a-group,leetcode,Medium,"Backtracking,Greedy,Sorting Algorithms"
2709. Greatest Common Divisor Traversal,https://leetcode.com/problems/greatest-common-divisor-traversal,leetcode,Hard,Union Find (Disjoint Set)
2710. Remove Trailing Zeros From a String,https://leetcode.com/problems/remove-trailing-zeros-from-a-string,leetcode,Easy,String Manipulation
2711. Difference of Number of Distinct Values on Diagonals,https://leetcode.com/problems/difference-of-number-of-distinct-values-on-diagonals,leetcode,Medium,"Hash Table/Hash Map,Matrix Traversal"
2712. Minimum Cost to Make All Characters Equal,https://leetcode.com/problems/minimum-cost-to-make-all-characters-equal,leetcode,Medium,"Dynamic Programming,Greedy"
2713. Maximum Strictly Increasing Cells in a Matrix,https://leetcode.com/problems/maximum-strictly-increasing-cells-in-a-matrix,leetcode,Hard,"Dynamic Programming,Binary Search,Matrix Traversal,Sorting Algorithms"
2714. Find Shortest Path with K Hops,https://leetcode.com/problems/find-shortest-path-with-k-hops,leetcode,Hard,Hash Table/Hash Map
2715. Timeout Cancellation,https://leetcode.com/problems/timeout-cancellation,leetcode,Easy,Hash Table/Hash Map
2716. Minimize String Length,https://leetcode.com/problems/minimize-string-length,leetcode,Easy,"Hash Table/Hash Map,String Manipulation"
2717. Semi-Ordered Permutation,https://leetcode.com/problems/semi-ordered-permutation,leetcode,Easy,Two Pointers
2718. Sum of Matrix After Queries,https://leetcode.com/problems/sum-of-matrix-after-queries,leetcode,Medium,Hash Table/Hash Map
2719. Count of Integers,https://leetcode.com/problems/count-of-integers,leetcode,Hard,Dynamic Programming
2720. Popularity Percentage,https://leetcode.com/problems/popularity-percentage,leetcode,Hard,Hash Table/Hash Map
2721. Execute Asynchronous Functions in Parallel,https://leetcode.com/problems/execute-asynchronous-functions-in-parallel,leetcode,Medium,Hash Table/Hash Map
